縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
花蓮縣,IV-40,壽豐,200,900,E121.52123,N23.88208,台9線,仁里橋,壽豐,193,500,209,0,平原區,13.2,21.2,北,3.3,3.3,,,,2,,2,"7,020",89,109,0,90,"1,222","8,530","8,443","30,186",342,18,19,0.52,
花蓮縣,IV-40,壽豐,200,900,E121.52123,N23.88208,台9線,仁里橋,壽豐,193,500,209,0,平原區,13.2,21.2,南,3.3,3.3,,,,2,,2,"6,452",70,113,0,89,"1,114","7,838","7,774","25,649",374,10,11,0.52,
花蓮縣,IV-41,溪口,214,200,E121.47025,N23.81516,台9線,壽豐,溪口,209,0,216,968,平原區,9.3,18.2,北,3.3,3.3,,,,2,,0.5,"6,710",44,34,0,50,191,"7,029","7,111","8,232",330,16,17,0.66,
花蓮縣,IV-41,溪口,214,200,E121.47025,N23.81516,台9線,壽豐,溪口,209,0,216,968,平原區,9.3,18.2,南,3.3,3.3,,,,2,,0.5,"6,101",131,92,0,413,418,"7,155","7,968","6,988",167,10,11,0.66,
花蓮縣,IV-42,林榮,218,0,E121.44485,N23.73713,台9線,溪口,林榮,216,968,218,461,平原區,11.2,14.6,南,3.5,,,,,2,,1.8,"5,848",98,145,0,127,316,"6,534","6,815","24,093",572,16,17,0.77,
花蓮縣,IV-42,林榮,218,0,E121.44485,N23.73713,台9線,溪口,林榮,216,968,218,461,平原區,11.2,14.6,南,3.5,,,,,2,,1.8,"5,848",98,145,0,127,316,"6,534","6,815","24,093",572,16,17,0.5,
花蓮縣,IV-43,鳳林,223,0,E121.44485,N23.73713,台9線,林榮,鳳林,218,461,228,522,平原區,6.8,20.4,北,3.5,3.5,,,,2,,1.2,"6,318",129,155,0,222,779,"7,603","7,956","76,790",859,10,11,0.57,
花蓮縣,IV-43,鳳林,223,0,E121.44485,N23.73713,台9線,林榮,鳳林,218,461,228,522,平原區,6.8,20.4,南,3.5,3.5,,,,2,,1.2,"5,893",122,133,0,199,783,"7,130","7,421","72,013",650,10,11,0.57,
花蓮縣,IV-44,馬太鞍溪橋,231,500,E121.40885,N23.69187,台9線,鳳林,馬太鞍溪橋,228,522,233,499,平原區,25.8,12.2,北,3.6,,,,,2,,0.5,"5,818",115,127,11,249,561,"6,881","7,363","34,405",475,11,12,0.61,
花蓮縣,IV-44,馬太鞍溪橋,231,500,E121.40885,N23.69187,台9線,鳳林,馬太鞍溪橋,228,522,233,499,平原區,25.8,12.2,南,3.6,,,,,2,,0.5,"5,854",108,136,11,315,502,"6,926","7,571","34,630",728,15,16,0.61,
花蓮縣,IV-45,玉里,277,400,E121.32297,N23.32561,台9線,玉里,安通,275,487,281,14,山嶺區,5.5,23.8,北,3.7,3.7,,,,2,,2.5,"3,036",40,102,0,205,720,"4,103","7,419","22,567",519,17,18,0.5,
