縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
台東縣,Ⅲ-31,新園橋,384,100,"E121'02'57.1""","N22'45'39.4""",台9線,新園,知本,383,876,391,200,丘陵區,7.3,18.8,南,3.4,4.4,,,,,,1.5,"3,679",87,147,0,176,"1,257","5,346","5,781","39,026",556,15,16,0.52,
台東縣,Ⅲ-32,知本橋,391,500,"E121'02'22.7""","N22'42'6.3""",台9線,知本,南太麻里,391,200,405,393,丘陵區,14.2,18.2,北,3.5,3.5,,,,,,1.5,"2,696",193,95,0,189,846,"4,019","4,725","57,070",438,15,16,0.51,分離車道
台東縣,Ⅲ-32,知本橋,391,500,"E121'02'22.7""","N22'42'6.3""",台9線,知本,南太麻里,391,200,405,393,丘陵區,14.2,18.2,南,3.5,3.5,,,,,,1.5,"2,666",68,170,0,175,719,"3,798","4,448","53,932",439,16,17,0.51,分離車道
台東縣,Ⅲ-33,阡仔崙橋,413,750,"E120'57'58.6""","N22'31'29.3""",台9線,南太麻里,大武,405,393,435,0,丘陵區,29.6,18.2,北,3.5,3.5,,,,,,2,"3,332",201,236,0,150,251,"4,170","5,107","87,570",552,11,12,0.51,
台東縣,Ⅲ-33,阡仔崙橋,413,750,"E120'57'58.6""","N22'31'29.3""",台9線,南太麻里,大武,405,393,435,0,丘陵區,29.6,18.2,南,3.5,3.5,,,,,,2,"3,289",122,233,0,144,177,"3,965","4,825","83,265",548,16,17,0.51,
台東縣,Ⅲ-34,大武橋,435,100,"E120'54'24.9""","N22'21'39.1""",台9線,大武,壽卡,435,0,455,359,丘陵區,20.4,18,北,3.4,3.9,,,,,,1.5,"4,463",242,220,0,178,"1,018","6,121","6,888","124,868",631,17,18,0.53,
台東縣,Ⅲ-34,大武橋,435,100,"E120'54'24.9""","N22'21'39.1""",台9線,大武,壽卡,435,0,455,359,丘陵區,20.4,18,南,3.4,3.9,,,,,,1.5,"4,060",117,211,0,203,777,"5,368","6,197","109,507",716,16,17,0.53,
屏東縣,Ⅲ-35,丹路,471,800,"E120'43'22.8""","N22'12'27.1""",台9線,壽卡,楓港,455,359,475,646,山嶺區,20.3,18,北,3.4,4,,,,,,1.5,"3,353",205,161,0,217,271,"4,207","8,284","85,402","1,169",9,10,0.51,
屏東縣,Ⅲ-35,丹路,471,800,"E120'43'22.8""","N22'12'27.1""",台9線,壽卡,楓港,455,359,475,646,山嶺區,20.3,18,南,3.4,4,,,,,,1.5,"3,271",126,191,0,194,236,"4,018","7,769","81,565",974,17,18,0.51,
台東縣,Ⅲ-36,卑南鄉公所,2,300,"E'121'05'14.7""","N22'46'57.3""",台9乙線,賓朗,大南,0,0,9,24,丘陵區,9,18.2,北,3.4,4.5,,,,,,1.1,"3,128",92,148,0,99,"1,049","4,516","4,732","40,644",431,17,18,0.54,
台東縣,Ⅲ-36,卑南鄉公所,2,300,"E'121'05'14.7""","N22'46'57.3""",台9乙線,賓朗,大南,0,0,9,24,丘陵區,9,18.2,南,3.4,4.5,,,,,,1.1,"2,736",69,143,0,97,831,"3,876","4,144","34,884",416,11,12,0.54,
台東縣,Ⅲ-37,外環道便利商店,85,600,"E121'27'28.6""","N23'19'2.3""",台11線,花東縣界,三仙,72,569,109,199,丘陵區,36.6,18.4,北,3.5,,,,,2.2,,2.9,874,102,33,0,14,151,"1,174","1,425","42,968",327,11,12,0.52,
台東縣,Ⅲ-37,外環道便利商店,85,600,"E121'27'28.6""","N23'19'2.3""",台11線,花東縣界,三仙,72,569,109,199,丘陵區,36.6,18.4,南,3.5,,,,,2.2,,2.9,818,33,31,0,14,186,"1,082","1,173","39,601",327,11,12,0.52,
台東縣,Ⅲ-38,萬年橋,112,300,"E121'23'3.6""","N23'06'35.6""",台11線,三仙,成功,109,199,114,0,丘陵區,4.8,18.2,北,3.5,,,,,2.4,,3.1,"2,314",157,101,0,19,843,"3,434","3,605","16,483",790,11,12,0.51,
